Link,Price,Address,Broker Name,Broker Phone Number,Brokerage Company,Brokerage Address,Brokerage Phone Number,Brokerage Website,MLS Number,Property Description,Location Description,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Space,Time on Realtor,Bedrooms Above Grade,Bedrooms Below Grade,Bathrooms,Features,Cooling,Heating,Exterior Finish,Storeys,Land Size,Parking Type,Appliances Included,Flooring,Basement Features,Basement Type,Building Amenities,Pool Type,Foundation Type,Style,Utility Sewer,Water,Land Frontage,Land Depth
https://www.realtor.ca/real-estate/27247861/220-gracefield-avenue-toronto-w04-rustic,2199999,"220 GRACEFIELD AVENUE, Toronto W04, Ontario M6L1L8",BARMAK AZIZIMOGHADDAM,416-999-5000,RE/MAX EXCEL REALTY LTD.,"120 WEST BEAVER CREEK RD #23
RICHMOND HILL, Ontario L4B1L2",905-597-0800,,MLS? Number: W9237804,"A Must See! This stunning move-in-ready back-split is located in a highly desirable neighborhood. This beautiful 5-level bungalow boasts approximately 4,700 sq ft of living space with spacious bedrooms, 2 kitchens, 2 laundry rooms, 4 bathrooms, and a generously sized family room. The large garage includes 2 parking spaces and 2 side doors. It also features a separate in-law apartment with 3 bedrooms, offering significant rental potential (Basement is currently being rented out for $3100). Recently renovated with many upgrades, this home is ready for you to move in and enjoy. Welcome to your new home! (36485665)",Lawrence And Culford,Single Family,House,Rustic,Freehold,9497,,9 days,6,3,4,,Central air conditioning,Forced air (Natural gas),Brick,,52 x 117.35 FT,Garage,,,Separate entrance,N/A (Finished),,,,Detached,Sanitary sewer,Municipal water,52 ft,117 ft
https://www.realtor.ca/real-estate/27247830/99-mondeo-drive-toronto-e04-dorset-park,859900,"99 MONDEO DRIVE, Toronto E04, Ontario M1P5B6",RAOUL SIVANATHAN,647-991-1017,RE/MAX ROYAL PROPERTIES REALTY,"19 - 7595 MARKHAM ROAD
MARKHAM, Ontario L3S0B6",905-554-0101,,MLS? Number: E9237790,"A Must See Tridel Built Condo Townhouse Gated Community In A Great Location, Pride Of Ownership, Most Unique Floor Plan In The Complex. Large Windows W/Lots Of Sunshine.Bright And Spacious With Direct Access To The Garage.Spacious Living/Dining/Kitchen W/Breakfast Area O/L Park***24 Hour Security. Minutes To Parks,Schools, Shops, Ellesmere Station Lrt & Ttc, Costco, LCBO, Kennedy Commons, Stc,401... (36485620)",Birchmount/Ellesmere,Single Family,Row / Townhouse,Dorset Park,Condominium/Strata,3271.88,,9 days,4,,3,Cul-de-sac,Central air conditioning,Forced air (Natural gas),Brick,3,,Attached Garage,"Dishwasher, Dryer, Range, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Ceramic, Laminate",,,,,,,,,,
https://www.realtor.ca/real-estate/27247829/43-30-dundalk-drive-toronto-e04-dorset-park,798000,"43 - 30 DUNDALK DRIVE, Toronto E04, Ontario M1P4W1",MANOGARAN SUBRAMANIAM,905-201-9977,HOMELIFE/FUTURE REALTY INC.,"7 EASTVALE DRIVE UNIT 205
MARKHAM, Ontario L3S4N8",905-201-9977,,MLS? Number: E9237787,"Bright And Corner Unit With Walk-Out Basement For Sale. Very Clean, Well Maintained Owner Occupied Unit. Lots Of Visitor Parking. Stainless Steel Appliances, Quartz Counter Tops, Backsplash, New Paint, Shopping Mall, Plaza, Major Highways & 24 Hours Bus Routes. Motivated Sellers! (36485616)",Ellesmere/Dundalk Dr,Single Family,Row / Townhouse,Dorset Park,Condominium/Strata,2896.92,,9 days,3,1,2,,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",2,,Garage,"Dishwasher, Dryer, Refrigerator, Stove, Washer","Laminate, Ceramic, Hardwood",Walk out,N/A,,,,,,,,
https://www.realtor.ca/real-estate/27247821/708-4968-yonge-street-toronto-c07-lansing-westgate,637000,"708 - 4968 YONGE STREET, Toronto C07, Ontario M2N7G9",LUDMILA ZUSKIN,416-854-8327,REALTY 7 LTD.,"133 TORRESDALE AVE #802
TORONTO, Ontario M2R3T2",416-854-8327,,MLS? Number: C9237795,"Renovated, spacious 695 sqf. 1 Bedroom + Den Unit in an impeccable condition at one of the best GTA locations Yonge and Sheppard! Vacant, ready for you to move in and enjoy! Large Den suitable for 2nd bedroom, floor-to-ceiling window in the main bedroom, upgraded kitchen and bathroom, quartz countertops, BRAND NEW kitchen and laundry appliances, beautiful chestnut hardwood floors, oversize walk-in closet, oversize balcony, flattened ceilings, upgraded light fixtures, fresh paint all throughout the unit including the closets, new thermostat, convenient 7th floor. Ultima Towers have all the amenities you can wish for: direct underground access to the Yonge/Sheppard Subway, 24/7 concierge, indoor pool, gym, sauna, party room, study room, virtual golf, ping pong room, guest suites, ample visitors parking. Easy access to major 401 Highway (5 min) and Tesla Destination Charger (100 m), Toronto Downtown (30 min). Empress Walk Mall, grocery stores, restaurants, bars, banks, movie theatre, library, aquatic centre, Meridian Arts Centre, Mel Lastman Square are all within a walking distance! **** EXTRAS **** New: Stainless Steel Fridge, Stove, B/I Microwave Oven, Washer, Dryer, B/I Dishwasher. All Existing Light Fixtures, All Existing Window Coverings. 1 Parking and 1 Locker included. (36485616)",Yonge & Sheppard,Single Family,Apartment,Lansing-Westgate,Condominium/Strata,2424.83,,9 days,1,1,1,"Balcony, Carpet Free",Central air conditioning,Forced air (Natural gas),"Steel, Concrete",,,Underground,,"Laminate, Ceramic",,,"Security/Concierge, Exercise Centre, Party Room, Visitor Parking, Sauna, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27247818/221-230-queens-quay-w-toronto-c01-waterfront-communities-c1,549000,"221 - 230 QUEENS QUAY W, Toronto C01, Ontario M5J2Y7",PETER MOGHTADER,416-496-9220,ROYAL LEPAGE TERREQUITY REALTY,"200 CONSUMERS RD STE 100
TORONTO, Ontario M2J4R4",416-496-9220,http://www.terrequity.com/,MLS? Number: C9237780,"Welcome to the Riveria! Waterfront Living at its finest. Beautiful one bedroom with spacious terrace overlooking Harboufront Centre! Sunny south views with hardwood and limestone flooring throughout the unit, Kitchen boasts stone countertops, double sink, low condo fees (includes heating, hydro and water). Walk to anything you need, Streetcar stop very close by. Walkscore of 95! New Fan Coil installed, Fresh coat of paint, Updated Washer and Dryer, Enjoy 24 Hour Concierge, Gym, Indoor Pool, Guest Suites, Visitor parking, Ready to move in! Excellent value in a great location! **** EXTRAS **** Existing: Fridge, Stove, Built-in range hood, Built-in Dishwasher, Washer, Dryer, All electric light fixtures, all window coverings. (36485598)",QUEENS QUAY WEST AND LOWER SIMCOE,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,2145.87,0,9 days,1,,1,Carpet Free,Central air conditioning,,Concrete,,,,,"Stone, Hardwood",,,"Security/Concierge, Exercise Centre, Sauna",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27247814/2907-403-church-street-toronto-c08-church-yonge-corridor,658000,"2907 - 403 CHURCH STREET, Toronto C08, Ontario M4Y0C9",LISA LEE,416-449-7600,ROYAL LEPAGE NEW CONCEPT,"6321 YONGE STREET
TORONTO, Ontario M2M3X7",416-223-3535,,MLS? Number: C9237771,"Welcome To Stanley Condo Built By Tribute Communities. Bright & Spacious 1 Bedroom Suite In Immaculate Condition W/ Floor To Ceiling Windows. Laminate Floors, High Ceilings, Modern Kitchen W/Integrated Appliances & Quartz Counters. A Great Open Concept Layout With 559sqft Living Area Plus 67 sqft Balcony. Steps To College Subway Station, TMU, U of T, St. Michael Hospital, TTC, Shops, Groceries, Restaurant and Eaton Centre. Relish in the Hotel like amenities including a grand 8,000 sqft outdoor Terrace, A Cutting- Edge Gym and a stylish patio lounge. Great opportunity for Investor!! Must See!!! **** EXTRAS **** Panel Fitted Fridge, Freezer & Dishwasher, Cooktop, Built-In Oven, Microwave, Large Size Whirlpool Front Loading Washer & Dryer, All Electrical, Light Fixtures & Window Coverings. (36485585)",Church / Carlton,Single Family,Apartment,Church-Yonge Corridor,Condominium/Strata,2832.54,0,9 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,,,Laminate,,,,,,,,,,
https://www.realtor.ca/real-estate/27247809/5210-395-bloor-street-e-toronto-c08-north-st-james-town,960000,"5210 - 395 BLOOR STREET E, Toronto C08, Ontario M4W1H7",SHAMMI BAWA,416-557-9811,SAVE MAX GOLD ESTATE REALTY,"79 BRAMSTEELE RD #2
BRAMPTON, Ontario L6W3K6",905-858-9700,,MLS? Number: C9237756,"Rosedale On The Bloor, Brand New Unit In Iconic Building, House To High End Canopy Hotel By Hilton Group On Ground To 10 Floors. Take In The Breathtaking Views Of The City, The Water, And The Skyline While Living In Comfort Every Day In Your Functional Two Bedroom Apartment., Contemporary Kitchen And Cabinetry, In-Suite Laundry, Laminate Flooring, And Big Floor-To-Ceiling Windows. In-Building Swimming Pool And Gym. Located Outside Sherbourne Station. Steps Away From High Quality Boutiques, Restaurants, Shops And Other Amenities. 5 Minute Walk To Yonge/Bloor And Yorkville. 10 Minute Walk To U Of T. **** EXTRAS **** All Existing Elfs, Blinds, Ss Fridge,Ss Stove, B/I Dishwasher, Microwave, Washer/Dryer. (36485565)",Bloor & Sherbourne,Single Family,Apartment,North St. James Town,Condominium/Strata,4261.1,0,9 days,2,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,,,,,,,,,,,,,
https://www.realtor.ca/real-estate/27247810/1904-375-king-street-w-toronto-c01-waterfront-communities-c1,549000,"1904 - 375 KING STREET W, Toronto C01, Ontario M5V1K1",JOSEPHINE KUANG,905-604-2299,BENCHMARK SIGNATURE REALTY INC.,"260 TOWN CENTRE BLVD #101
MARKHAM, Ontario L3R8H8",905-604-2299,,MLS? Number: C9237757,"Urban Living At Its Finest In This Highly Sought-After One-Bedroom Unit With A Stunning South View. Nestled In The Heart Of Torontos Vibrant Entertainment District, This Residence Offers Both Luxury And Convenience. The Gourmet Scavolini Kitchen Is A Chef's Dream, Featuring A Gas Cook-Top, Bosch Appliances. Step Out Onto The Large Balcony, Complete With A BBQ Hook-Up, Perfect For Entertaining Or Relaxing While Taking In The Cityscape. Steps Away From The Best Restaurants, Entertainment, And Cultural Hotspots The City Has To Offer. This Unit Is A True Gem, Combining Elegance, Comfort, And A Prime Location. Don't Miss Out On The Opportunity To Make This Exceptional Property Your Own. Its A Must-See And A Must-Buy! **** EXTRAS **** S/S Appliances, Gas Stove, B/I Dishwasher, Stacked Washer And Dryer. Scavolini Kitchens With Quartz Counter-Tops, Engineered Hardwood Flooring Through-Out. (36485567)",King/Spadina,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,2385.38,,9 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,Oven - Built-In,Hardwood,,,"Security/Concierge, Exercise Centre, Party Room",,,,,,,
https://www.realtor.ca/real-estate/27247811/2108-50-lynn-williams-street-toronto-c01-niagara,559000,"2108 - 50 LYNN WILLIAMS STREET, Toronto C01, Ontario M6K3R9",SUMIT SHARDA,416-625-6095,RE/MAX REALTY SERVICES INC.,"295 QUEEN STREET EAST
BRAMPTON, Ontario L6W3R1",905-456-1000,,MLS? Number: C9237758,"Situated in trendy Liberty Village. This turn-key 1-bedroom unit is ready for you to call your own! Beautiful granite countertops, stainless steel appliances, & laminate floors w/ a super functional layout. Freshly painted & featuring all new lighting fixtures throughout. Spectacular unobstructed south views from an oversized balcony with 2 walkouts. Experience the City's best amenities incl. hot tubs, pools, 3 gyms, saunas, 3 party rooms, guest suites, bbq's, billiards, and much more. Enjoy all that Liberty Village & this building have to offer. Parking available to rent at $140/mth. **** EXTRAS **** Be sure to take a look at the virtual tour which include a 3D tour, floorplan and cinematic video. Property is virtually staged. (36485569)",Lynn Williams / Pirandello,Single Family,Apartment,Niagara,Condominium/Strata,1971,0,9 days,1,,1,Balcony,Central air conditioning,Forced air (Natural gas),"Aluminum siding, Brick",,,,"Dishwasher, Dryer, Refrigerator, Stove, Washer",Laminate,,,"Security/Concierge, Exercise Centre, Recreation Centre, Sauna, Storage - Locker",Indoor pool,Concrete,,,,,
https://www.realtor.ca/real-estate/27247806/2106-8-eglinton-avenue-e-toronto-c10-mount-pleasant-west,590000,"2106 - 8 EGLINTON AVENUE E, Toronto C10, Ontario M4P0C1",RYAN HUM,416-498-9995,TRUSTWELL REALTY INC.,"3640 VICTORIA PARK AVE#300
TORONTO, Ontario M2H3B2",416-498-9995,http://www.trustwell.ca/,MLS? Number: C9237742,"Welcome to this bright and spacious 1 bedroom + media unit at the luxurious E-Condos, nestled in one of the most desirable neighbourhoods. This stunning condo features 514 sqft of elegant living space plus a 102 sqft balcony with breathtaking, unobstructed north city views. Enjoy high 9-foot ceilings, a modern kitchen with integrated appliances and quartz countertops, custom blinds adorn the living room and bedroom, a primary bedroom boasting double sliding closets and a walkout to the balcony, while the space has been meticulously maintained and freshly painted. Convenience is key with direct access to the subway and future LRT. You'll be surrounded by an array of amenities including endless dining options, premier shopping, grocery stores, banks, parks, schools, and a movie theater - all just steps away. The building's incredible amenities elevate your lifestyle: an indoor pool on the 25th floor with stunning city views, a jacuzzi, yoga studio, media room, sauna, gym, tech lounges, party room, a large terrace, and 24-hour concierge service. Experience luxury, comfort, and convenience in one exceptional package. (36485548)",Yonge & Eglinton,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,2989.91,,9 days,1,1,1,Balcony,Central air conditioning,Forced air (Natural gas),Concrete,,,Underground,Window Coverings,Hardwood,,,"Security/Concierge, Exercise Centre, Party Room, Storage - Locker",Indoor pool,,,,,,
https://www.realtor.ca/real-estate/27247807/412-1-strathgowan-avenue-toronto-c04-lawrence-park-south,1599999,"412 - 1 STRATHGOWAN AVENUE, Toronto C04, Ontario M4N0B3",MARC CARISSE,416-234-2424,SUTTON GROUP OLD MILL REALTY INC.,"74 JUTLAND RD #40
TORONTO, Ontario M8Z0G7",416-234-2424,,MLS? Number: C9237750,"Welcome To The Winslow - Lawrence Parks Newest Luxury Condo. This Newly Built Condo Unit Has Been Designed To The Nines With Over 100,000$ In Quality Upgrades Including Oak Floors, Marble Kitchen and Washroom Counters, Built-In Kitchen Pantry And Much More! A Custom Miele Kitchen With Upgraded Larger Fridge, Built-In Miele Coffee Machine , Large Island And Massive Living Space - Makes This Unit Perfect For Entertaining. This Picture Perfect 1243 SQF 2 Bedroom 3 Washroom Unit Needs Nothing Done. Move In And Enjoy What 1 Strathgowan Avenue Has To Offer! **** EXTRAS **** Please See attachment to see upgrades and inclusions (36485557)",Yonge St & Strathgowan Ave,Single Family,Apartment,Lawrence Park South,Condominium/Strata,0,,9 days,2,,3,Balcony,Central air conditioning,Heat Pump (Natural gas),Stone,,,Underground,"Blinds, Cooktop, Dishwasher, Dryer, Oven, Refrigerator, Washer",Hardwood,,,Storage - Locker,,,,,,,
https://www.realtor.ca/real-estate/27247808/163-banbury-road-toronto-c13-banbury-don-mills,2700000,"163 BANBURY ROAD, Toronto C13, Ontario M3B2L7",MEITING ZHAO,905-513-8878,ROYAL LEPAGE GOLDEN RIDGE REALTY,"8365 WOODBINE AVE. #111
MARKHAM, Ontario L3R2P4",905-513-8878,http://www.goldenridgerealty.com/,MLS? Number: C9237754,"Attention !!! This Lot fronts on Banbury road with 73.58ft frontage Awaits For The Right Buyer Or Investor To Upgrade Or Rebuild . Prestigious Neighborhoods, Among Of Million $$$$ Homes. Enjoy All The Benefits of The Toronto C13 Area, Including Short Walk To The High Ranked Denlow Public School. **** EXTRAS **** The House Is Sold In As Is Where Is Condition. (36485562)",Denlow/ Banbury/ York Mills,Single Family,House,Banbury-Don Mills,Freehold,9534.38,,9 days,4,1,4,,,Baseboard heaters (Electric),"Brick, Vinyl siding",2,76.13 x 113.87 FT ; 73.58X111.24X49.42X116.79,Garage,,,,N/A (Unfinished),,,Block,Detached,Sanitary sewer,Municipal water,76 ft,113 ft
https://www.realtor.ca/real-estate/27247646/59-wareside-road-toronto-w08-etobicoke-west-mall,1270000,"59 WARESIDE ROAD, Toronto W08, Ontario M9C3B5",PAUL J. FLETCHER,905-858-3434,RE/MAX REALTY SPECIALISTS INC.,"6850 MILLCREEK DRIVE
MISSISSAUGA, Ontario L5N4J9",905-858-3434,,MLS? Number: W9237735,"Superb Location!! Welcome to this bright and beautifully maintained solid brick bungalow on a 45ft wide + 122 ft deep lot in a mature family friendly neighborhood in the heart of Etobicoke. Approx. 2500 sqft of living space offering abundance of natural light throughout the open concept main floor. Perfect for entertaining with dining room, eat-in kitchen or unwind by the warmth of a stone gas fireplace. Large primary bedroom has custom built-ins with W/O to a beautiful deck to relax in your picturesque private backyard retreat. Convenient separate entrance to finished basement with large 4th bedroom, office or den, family rm, 4 piece bathroom, laundry rm. Excellent potential; for rental/or in-law suite. Long driveway for ample parking. **** EXTRAS **** Walk to central park + Etobicoke olympium with pools. Minutes to downtown Toronto + Mississauga, highways 401, 427, 402. Close to schools, malls, restaurants, transit. (36485381)",RATHBURN RD + RENFORTH,Single Family,House,Etobicoke West Mall,Freehold,4424.05,,9 days,3,1,2,,Central air conditioning,Forced air (Natural gas),Brick,1,45 x 122.5 FT,Attached Garage,"Central Vacuum, Water Heater, Dryer, Garage door opener, Refrigerator, Stove, Washer, Window Coverings","Hardwood, Ceramic, Carpeted",,N/A (Finished),,,Poured Concrete,Detached,Sanitary sewer,Municipal water,45 ft,122 ft
